index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
WDU01610141                   ,WDU01610141                   ,"PPI Commodity data for Farm products-Washington, D.C., not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,91.1,90.5,87.6,84.5,81.5,83.9,85.3,92.8,100.0,105.1,110.3,114.5,117.2,120.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0162                       ,WDU0162                       ,"PPI Commodity data for Farm products-Milk, manufacturing grade, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2010-M13,,,,,,,,,,,,,,,,,,,,,,27.6,31.5,23.2,23.6,28.7,29.9,26.5,24.1,23.8,24.5,24.8,24.0,24.0,25.0,25.9,24.8,25.0,25.5,26.3,31.4,31.6,33.1,34.9,36.9,38.1,39.7,47.9,56.4,60.0,67.9,68.8,75.8,87.4,95.1,100.7,100.0,99.5,98.0,92.8,90.0,90.2,88.4,98.1,97.5,87.9,94.3,93.3,94.3,92.9,105.7,95.3,113.3,102.5,86.3,110.6,89.2,96.3,126.6,118.7,100.1,149.7,148.0,99.5,121.4,,,,
WDU016201                     ,WDU016201                     ,"PPI Commodity data for Farm products-Milk, manufacturing grade, not seasonally adjusted, discontinued",Index base: 1982 = 100,1991-M07,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,93.3,94.3,92.9,105.7,95.3,113.3,102.5,86.3,110.6,89.2,96.3,126.6,118.7,100.1,149.7,148.0,99.5,121.4,,,,
WDU01620101                   ,WDU01620101                   ,"PPI Commodity data for Farm products-Milk, manufacturing grade, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M08,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,60.0,67.9,68.8,76.0,87.4,95.2,100.7,100.0,99.5,97.9,92.8,90.0,90.2,88.4,98.1,97.5,87.9,94.3,93.3,94.3,92.9,105.7,95.3,113.3,102.5,86.3,110.6,89.2,96.3,126.6,118.7,100.1,149.7,148.0,99.5,121.4,,,,
WDU01620102                   ,WDU01620102                   ,"PPI Commodity data for Farm products-For butter, not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6,76.2,78.2,81.8,78.7,78.4,80.1,83.2,97.6,100.0,104.5,108.6,115.7,120.2,124.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01620103                   ,WDU01620103                   ,"PPI Commodity data for Farm products-For cheese, not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7,76.1,81.8,82.5,78.5,80.2,81.6,84.0,102.7,100.0,104.7,113.7,119.3,122.0,127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01620104                   ,WDU01620104                   ,"PPI Commodity data for Farm products-For evaporated milk, not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1,75.7,79.3,81.5,76.9,78.8,80.3,82.1,99.7,100.0,104.6,111.3,115.6,118.0,121.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01710101                   ,WDU01710101                   ,"PPI Commodity data for Farm products-Eggs,large,New England. . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,,,,,,,,,,,,,,,,,,,,,,159.4,166.4,161.3,136.0,173.8,152.2,167.3,129.1,143.2,129.2,124.1,131.6,104.4,130.7,117.5,115.6,110.0,105.9,117.3,122.1,100.0,112.1,131.5,121.4,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01710102                   ,WDU01710102                   ,"PPI Commodity data for Farm products-Eggs,extra large,Chicago. . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,,,,,,,,,,,,,,,,,,,,,,149.9,166.8,161.4,136.0,173.3,152.8,170.6,127.2,136.7,129.8,122.0,128.7,102.6,121.0,118.5,114.3,113.2,109.0,112.7,132.6,100.0,112.1,137.9,129.6,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01710103                   ,WDU01710103                   ,"PPI Commodity data for Farm products-Eggs,fancy heavy weights,New York . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,,,,,,,,,,,,,,,,,,,,,,149.3,159.7,154.5,132.2,166.7,149.3,162.7,123.1,133.0,128.8,121.2,129.2,103.3,121.1,117.9,115.6,112.9,107.4,112.5,128.3,100.0,110.3,137.4,129.0,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01710104                   ,WDU01710104                   ,"PPI Commodity data for Farm products-Eggs,grade A,large,San Francisco. . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,,,,,,,,,,,,,,,,,,,,,,157.8,167.6,154.8,130.8,169.4,151.8,167.5,129.7,131.7,129.5,122.0,127.1,107.4,120.8,117.1,105.8,108.0,109.3,104.2,121.3,100.0,103.8,122.9,121.5,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01710105                   ,WDU01710105                   ,"PPI Commodity data for Farm products-Eggs, large, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M12,1984-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,92.7,89.9,89.4,100.2,90.6,88.8,98.8,95.7,104.7,100.0,,117.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU017102                     ,WDU017102                     ,"PPI Commodity data for Farm products-Eggs, jumbo, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,79.0,94.8,89.4,110.7,108.1,92.6,,,,,,,,,,,,,,,,,,,,,,,
WDU01710201                   ,WDU01710201                   ,"PPI Commodity data for Farm products-Eggs, jumbo, grade A, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1986-M01,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,94.8,89.4,110.7,108.1,92.6,,,,,,,,,,,,,,,,,,,,,,,
WDU017103                     ,WDU017103                     ,"PPI Commodity data for Farm products-Eggs, extra large, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,97.2,85.4,86.9,114.3,113.8,109.0,,,,,,,,,,,,,,,,,,,,,,,
WDU01710301                   ,WDU01710301                   ,"PPI Commodity data for Farm products-Eggs, extra large, grade A, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6,97.9,86.2,86.2,112.3,112.6,106.0,,,,,,,,,,,,,,,,,,,,,,,
WDU01710302                   ,WDU01710302                   ,"PPI Commodity data for Farm products-Eggs, extra large, grade AA, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,95.2,83.4,88.0,118.6,,115.3,,,,,,,,,,,,,,,,,,,,,,,
WDU017104                     ,WDU017104                     ,"PPI Commodity data for Farm products-Eggs, large, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,92.7,89.9,89.4,100.2,90.6,88.8,98.8,95.7,104.7,100.0,,117.9,95.9,102.3,88.7,90.0,120.4,119.2,113.2,,,,,,,,,,,,,,,,,,,,,,,
WDU01710401                   ,WDU01710401                   ,"PPI Commodity data for Farm products-Eggs, large, grade A, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,97.9,85.2,85.4,112.5,112.8,105.6,,,,,,,,,,,,,,,,,,,,,,,
WDU01710402                   ,WDU01710402                   ,"PPI Commodity data for Farm products-Eggs, large grade AA, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,96.4,82.8,86.6,119.7,,112.8,,,,,,,,,,,,,,,,,,,,,,,
WDU017105                     ,WDU017105                     ,"PPI Commodity data for Farm products-Eggs, medium, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,92.0,78.1,79.9,113.8,108.8,99.5,,,,,,,,,,,,,,,,,,,,,,,
WDU01710501                   ,WDU01710501                   ,"PPI Commodity data for Farm products-Eggs, medium, grade A, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,92.1,77.8,78.8,111.6,106.2,96.4,,,,,,,,,,,,,,,,,,,,,,,
WDU01710502                   ,WDU01710502                   ,"PPI Commodity data for Farm products-Eggs, medium, grade AA, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7,91.9,78.7,82.6,118.8,,106.4,,,,,,,,,,,,,,,,,,,,,,,
WDU017106                     ,WDU017106                     ,"PPI Commodity data for Farm products-Eggs, small, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,71.7,57.2,55.4,107.1,100.3,97.0,,,,,,,,,,,,,,,,,,,,,,,
WDU01710601                   ,WDU01710601                   ,"PPI Commodity data for Farm products-Eggs, small, grade A, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1986-M01,1991-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7,57.2,55.4,107.1,100.3,97.0,,,,,,,,,,,,,,,,,,,,,,,
WDU01810111                   ,WDU01810111                   ,"PPI Commodity data for Farm products-Hay,timothy . . . . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1968-M13,,,,,,,,,,,,,,,,,,,,,,93.8,104.1,103.8,99.7,99.0,96.3,100.8,103.6,88.4,79.8,82.1,84.3,94.3,86.5,82.7,89.2,103.9,108.3,106.3,109.3,100.0,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0182                       ,WDU0182                       ,"PPI Commodity data for Farm products-Hayseeds, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1991-M06,,,,,,,,,,,,,,,,,,,,,,51.2,57.4,61.8,60.8,63.8,62.2,43.2,42.8,52.6,41.6,41.9,39.6,41.7,40.0,40.7,53.8,58.2,44.7,43.3,45.6,51.0,55.3,57.1,59.1,50.8,54.6,94.2,128.6,89.8,103.0,137.8,140.2,149.1,127.7,121.5,100.0,135.7,129.4,124.9,118.9,150.4,146.7,152.8,132.3,,,,,,,,,,,,,,,,,,,,,,,,
WDU01820101                   ,WDU01820101                   ,"PPI Commodity data for Farm products-Alfalfa hayseeds, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1989-M13,,,,,,,,,,,,,,,,,,,,,,53.4,60.5,83.0,79.1,95.0,90.6,56.1,50.5,51.6,39.7,41.8,42.1,42.8,43.5,46.3,62.4,,,50.0,53.7,58.3,58.9,58.2,61.4,53.6,57.2,119.0,147.7,88.1,108.6,148.7,150.7,163.6,137.5,128.7,100.0,138.4,132.0,,120.0,145.1,145.6,124.6,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01820111                   ,WDU01820111                   ,"PPI Commodity data for Farm products-Clover hayseeds, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1991-M05,,,,,,,,,,,,,,,,,,,,,,44.5,49.3,38.7,40.2,32.6,33.5,28.7,32.6,48.6,39.1,37.8,33.3,37.6,34.4,29.5,36.2,42.0,36.7,31.6,30.6,35.3,44.2,49.2,49.3,41.3,44.9,73.2,87.7,82.5,78.5,89.0,93.5,84.6,83.8,,100.0,124.0,116.3,102.5,114.3,132.9,128.7,143.5,120.6,,,,,,,,,,,,,,,,,,,,,,,,
WDU01830101                   ,WDU01830101                   ,"PPI Commodity data for Farm products-Flaxseed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1987-M07,,,,,,,,,,,,,,,,,,,,,,102.3,91.7,67.6,56.3,62.8,61.2,56.7,54.6,48.1,51.7,48.8,45.8,48.0,46.4,50.0,49.1,45.3,45.9,46.1,46.7,47.3,46.5,44.7,41.6,39.3,43.3,94.6,153.6,109.4,105.6,92.1,80.0,102.2,104.8,116.1,100.0,91.2,104.2,97.2,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01830141                   ,WDU01830141                   ,"PPI Commodity data for Farm products-Copra . . . . . . . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1970-M13,,,,,,,,,,,,,,,,,,,,,,111.5,155.2,97.0,111.8,115.4,84.1,117.1,98.5,87.8,85.9,87.7,109.0,134.9,106.6,86.9,83.8,94.8,100.0,111.7,93.7,100.0,114.9,100.6,120.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU019                        ,WDU019                        ,"PPI Commodity data for Farm products-Other farm products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1926-M01,2005-M03,13.2,13.1,14.8,14.4,9.7,6.8,6.0,6.6,8.2,9.3,8.9,10.7,8.9,8.5,7.7,10.1,14.7,16.7,17.5,17.2,19.7,25.3,26.3,27.3,33.6,36.4,35.9,37.1,45.0,37.5,38.6,38.0,36.9,34.9,33.8,34.1,33.6,32.7,36.1,35.7,37.1,36.4,37.7,39.9,42.7,42.1,45.5,53.7,59.9,61.8,81.4,118.7,100.2,105.3,108.9,99.7,100.0,102.8,104.1,103.1,96.3,94.4,95.4,103.3,125.3,151.6,150.6,149.6,149.5,152.9,156.8,,156.8,151.5,,156.9,,152.1,137.8,,,,,,,,,,
WDU0191                       ,WDU0191                       ,"PPI Commodity data for Farm products-Green coffee, cocoa beans, and tea, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,24.0,25.7,26.5,39.8,43.1,42.5,45.3,61.7,46.0,47.2,45.1,41.0,33.9,32.2,30.3,28.6,29.5,36.8,34.6,34.4,32.5,33.3,36.0,43.5,38.0,42.4,56.1,64.4,60.6,100.1,170.6,130.1,138.5,138.2,107.6,100.0,99.9,106.7,103.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU019101                     ,WDU019101                     ,"PPI Commodity data for Farm products-Green coffee, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,21.8,23.0,26.8,41.0,44.3,43.8,46.7,62.3,47.1,50.7,47.4,40.2,33.1,32.3,30.2,28.6,29.0,37.7,36.0,34.8,32.1,32.0,33.6,44.2,38.7,43.0,54.2,58.1,57.1,98.1,162.2,121.4,133.6,138.2,106.0,100.0,96.3,98.9,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01910101                   ,WDU01910101                   ,"PPI Commodity data for Farm products-Santos, no. 4, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,22.9,23.3,27.6,44.2,47.1,47.0,50.7,68.0,49.5,50.6,49.7,42.4,32.6,32.0,31.5,29.9,30.0,41.5,39.1,35.9,33.3,32.7,35.4,48.3,40.0,47.2,58.7,60.9,,,,,124.2,145.5,112.2,100.0,98.6,100.7,100.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01910111                   ,WDU01910111                   ,"PPI Commodity data for Farm products-Colombian, Manizales, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,20.2,22.2,25.5,36.6,40.3,39.3,41.2,54.7,43.9,51.0,44.4,36.0,31.2,30.9,30.0,28.1,27.3,33.9,33.4,32.8,29.1,29.5,30.8,39.1,34.3,39.4,50.1,53.3,56.2,,166.4,126.4,126.1,130.5,108.7,100.0,94.9,100.2,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01910113                   ,WDU01910113                   ,"PPI Commodity data for Farm products-Coffee, ambiz; uganda lb., not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,29.2,24.0,19.0,20.4,27.0,34.9,30.0,32.2,32.2,32.3,31.9,40.0,40.9,42.5,47.3,56.5,,105.9,,,155.1,141.9,99.8,100.0,95.6,96.1,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01910115                   ,WDU01910115                   ,"PPI Commodity data for Farm products-Mexican, washed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,28.6,28.8,37.1,33.0,36.2,44.7,48.3,46.1,100.2,,119.3,122.9,113.1,91.7,100.0,92.7,96.9,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU019102                     ,WDU019102                     ,"PPI Commodity data for Farm products-Cocoa beans, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,38.1,50.7,37.6,30.1,35.8,70.3,106.7,81.5,120.8,236.8,192.8,181.0,147.7,119.9,100.0,117.8,140.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01910221                   ,WDU01910221                   ,"PPI Commodity data for Farm products-Accra, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M01,,,,,,,,,,,,,,,,,,,,,,37.8,43.1,23.3,34.7,38.5,38.3,40.1,62.5,40.4,29.3,32.9,47.5,39.1,30.9,24.5,22.5,27.4,25.3,18.6,26.6,31.2,37.2,49.5,36.9,29.3,35.0,68.8,106.4,81.7,117.3,,188.5,181.4,146.1,117.4,100.0,117.0,136.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01910222                   ,WDU01910222                   ,"PPI Commodity data for Farm products-Bahia, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,40.1,53.2,39.1,31.8,38.4,72.4,107.6,80.0,126.5,,199.9,180.5,150.3,123.9,100.0,118.9,147.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU019103                     ,WDU019103                     ,"PPI Commodity data for Farm products-Tea, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1985-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,,,,71.5,73.2,133.6,110.1,100.8,105.5,102.4,100.0,119.8,168.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01910331                   ,WDU01910331                   ,"PPI Commodity data for Farm products-Black, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M07,,,,,,,,,,,,,,,,,,,,,,60.1,64.1,61.8,57.0,58.1,47.6,53.0,78.9,78.7,60.0,67.0,62.3,58.9,61.2,59.0,54.2,55.6,53.8,54.9,51.0,49.2,48.8,45.1,48.7,51.7,53.7,51.2,65.8,71.5,73.2,138.2,110.1,100.8,105.5,102.4,100.0,119.8,168.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0192                       ,WDU0192                       ,"PPI Commodity data for Farm products-Leaf tobacco, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,2005-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,,,,,60.5,65.0,70.8,76.7,82.0,90.8,100.0,101.3,101.5,101.2,89.8,85.8,87.2,93.8,95.8,101.1,101.0,100.3,100.2,102.5,105.1,,105.1,101.6,,105.2,,102.0,92.4,,,,,,,,,,
WDU019201                     ,WDU019201                     ,"PPI Commodity data for Farm products-Leaf tobacco, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,2005-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,,,,,60.5,65.0,70.8,76.7,82.0,90.8,100.0,101.3,101.5,101.2,89.8,85.8,87.2,93.8,95.8,101.1,101.0,100.3,100.2,102.5,105.1,,105.1,101.6,,105.2,,102.0,92.4,,,,,,,,,,
WDU01920101                   ,WDU01920101                   ,"PPI Commodity data for Farm products-Leaf tobacco, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2005-M03,,,,,,,,,,,,,,,,,,,,,,25.0,25.5,26.7,26.9,29.2,28.9,28.7,29.4,29.3,30.3,31.1,32.3,33.7,33.1,34.9,35.5,33.1,32.7,34.0,36.8,36.9,37.9,39.7,40.3,41.9,45.7,47.7,54.7,,60.6,65.1,70.8,76.7,82.1,91.2,100.0,101.3,101.5,101.2,89.8,85.8,87.2,93.8,95.8,101.1,101.0,100.3,100.2,102.5,105.1,,105.1,101.6,,105.2,,102.0,92.4,,,,,,,,,,
WDU01930101                   ,WDU01930101                   ,"PPI Commodity data for Farm products-Pecans (in shell), not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M11,1991-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,74.0,54.4,76.3,,85.0,80.0,81.1,,,,,,142.4,95.3,100.0,122.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
